year,rating,review
2017,4,"Sometimes it's a bit clunky to use, especially when i don't want flights early in the morning. But overall one of the best travelcompanigon apps out there.  Take me anywhere feature is my all time favorite"
2017,2,"Overall ok but I get the feeling that periodically they try to push some airline over others.  thanks for the reply,  it would be great if you answered so exhaustively to anyone and not just to defend yourself. I still get the feeling, but hey, it's not an accusation."
2017,1,I fed up with this app i cant contact them or send them any email complaining GOTOGATE  travel. Dont book with them thay took my money without giving any confirmation.  I dont know how can i get my money back. The bank said they paid to them and they said thst didnt charge me. Who should I believe?
2017,1,"You make a search, it shows the expected price, then you confirm the date, it doubles the previous price. You think, OK, prices changes, them you search again one hour later, one day later and it keeps showing the lower price as before and you keep getting the higher price when you confirm. I can't trust in the app like this =/"
2017,3,"Please include the option ""Number of days"" in that way i can choose the cheapest and best deals to take based of that interval. Lets say a company gave me 13 days then the application will show me the best and cheapest rates flight to take each month of the year for those 13 days , and also will show what day of the week will be the last day of my vaccation based on the number I entered."
2017,1,The website is great however the app is terrible. Tries to be too clever. Just show me a bar chart with the day's of the month like the website so it's easy to see the cheapest day's to travel.
2017,2,I want to plan multi stop overs and couldn't work out how to do it! It's pretty though. Just too one dimensional for me ✌️
2017,5,"Just the app i'm looking for! An excellent app to monitor airline ticket prices(including budget airline). Also, hotel and car rental price tracking is available at my fingertips!"
2017,4,It's GOOD. I have not yet bought my ticket though. I will up date this comment later. I love how it show all available airlines so it does give you more options than Hopper.
2017,5,Really the best app I have ever used. It gives you the options to see prices for the whole month instead of checking a day by day. Never rate an app but this one deserves it
2017,5,Brilliant app... I booked all my recent flights using this app. It just makes finding cheap flights sooo easy. Good job guys.
2017,4,I love this app! great features and easy to use. Could add a few things that only the website has.
2017,1,"It rarely works, and when it does  it shows you the most expensive flights, my mum and I both searched at the same time and each one of us got a different price!"
2017,5,Very useful app for comparing and purchasing the flight ticket. Useful alsonfor combining your airlines for several place. Most of the time I used Skyscanner.   Thanks Skyscanner!
2017,1,Bloody rubbish. No easy way to see only direct flights and doesn't even show flights from the correct airport
2017,2,"There is an issue with this application , sometimes when the prices go down it doesnt notify the user about it , i need every time to check the prices manually."
2017,4,Great app but a number of functions are still not available in the mobile app. Example: Option for multi-city flights
2017,2,I wanted an app to check how my wifes flight was going and all I got was something that wanted to sell me flights.  Absolutely useless.
2017,4,Fast. User friendly. Saves a lot of time. Price alerts are really useful.
2017,4,Very good app. Cant plan a trip without it. Love the widget!
2017,2,Works fine but does it really need this many notifications? How often do you think people fly..?
2017,1,Push Notifications to read articles and suggestions to book flights without a way to turn them off? No thank you.
2017,5,Love it. Easy to use and lots of options to find the best deal. Is now definitely my go to app for looking for flights.
2017,5,"The absolute best travel app that exists, the price alerts are the most amazing feature along with the way in which you can see the price per month in graph format"
2017,5,Love this! Alerts for price changes! Finally a useful app to find plane tickets.
2017,5,"Best app for traveling. Needs some user rewards program, like mileage included or something based on money spent on the app."
2017,2,New confusing UI: -1. Windows are gone: -1. Does not work as good as the previous version: -1.
2017,5,Very useful! Hope they add more travel agent to get more variety of prices.
2017,5,Let's you know when prices stop for flights. Saving money is always a win!
2017,1,Well it seems Malaga doesn't exist and any other airport i put in! Think you may have a glitch in your system!
2017,5,Love the cleanliness and easier navigation. It would be nice if you put a brief description on every country
2017,4,It's really unfortunate that the app cannot do multi-city. But happy to hear they're working on it. ;)
2017,5,"The best. Simple, effective interface. Plenty of results."
2017,5,Easy to use with helpful tips to set proper expectations per flight. Satisfied.
2017,3,Settings reset after every update. The search options are very limited compared to the desktop site.
2017,5,Perfect app to book cheap flight tickets. Serving more than my expectations.
2017,4,Pretty good.  Useful but missed some of the deals.
2017,5,I love this app. Help me watch flight price!
2017,2,Didn't find the multi-city route plan feature as seen on the website
2017,5,"Great, slick interface and operation. And excellent breadth of search"
2017,5,Very good site covers all diff choices of flights and hotels
2017,5,"Love it, the feature that shows the  price difference on nearby days is excellent!"
2017,5,I book all my trips through this. From flights to car rentals to hotels
2017,3,Absolutely fine but seems to be missing the option to search for flights to all destinations from a particular airport
2017,4,I liked about this app is they are giving offers on  family and relly love by the cost of ticket it is nt much expensive great app
2017,4,"it gives you an idea however lots of fraud from agents , either by hidden charges or by wrong currency then fake exchange rste"
2017,4,Great prices! and easy to use it!
2017,5,Swift deals. V good app
2017,1,Limited routes and not showing the right price for domestic flights
2017,5,Easy to use and really useful. Thanks
2017,5,Its really good app. I wish if you could add prize drop notification and cheapest fare on multiple Dates
2017,5,My first stop for airfare shopping! Great for international fares.
2017,5,"Clean interface, great user experience"
2017,5,Best app. Easy to use and faster than its competitors
2017,5,Really great app. wonderful safe your time and use it
2017,4,Its lovely app but need more of smoothy finish
2017,4,"Great app, but no multi-city searches."
2017,4,Good to see all fares at one site..
2017,5,best prices. excellent UI
2017,5,Very easy to use. I only wish that you could search a range of dates to determine the cheapest day
2017,5,This application is really superb and very useful. I recommended to my family and friends.
2017,5,Awesome App....always comes very handy at getting the best flight prices with ease.
2017,5,Amazing!! Love the feature fly to everywhere but missing multi city option
2017,5,Fantastic for planning multi stop one way trips 😉👌
2017,5,Excellent APK to make our journey's so easier 😎
2017,5,Best app/an integrated platform to look into all the available flight options.
2017,5,good app but m scared about ticket prices ... i think about this tickets fake or not really m. confused
2017,5,"Good app for booking flights ect, no adverts."
2017,5,Great app. Great prices.
2017,5,"Quick, reliable, accurate, and includes airlines many other sites don't"
2017,5,Great app as it helps u with a consolidated view of all flights available with multiple filters and cost options.
2017,5,Best for traveller and easy to know the prices directly and people's can know about its details easily.
2017,5,Save lot of time & money. Best app ever.
2017,4,Excellent way to find competitive airlines tickets
2017,5,Love how cheap the flights are compared to most flight apps and sites are ❤❤❤
2017,3,Needs a multi city option. Too limiting without for the style of travelling I do.
2017,4,Very good but nothing is perfect.😀
2017,5,Great app which checks real time fares from multiple airline and offers the best fares
2017,5,Perfect app for finding cheap the cheapest fares on almost any route!
2017,4,"Sometimes cheap, sometimes not.. but very usefull"
2017,5,Very useful for minimizing cost when there is flexibility in my travel plans.
2017,5,I love this app . Useful and helpful when you are preparing for your next trip
2017,4,Search functionality on step 1 used to be better
2017,4,Very good and really saves precious money
2017,4,Tooo much help full....  Thaaaankksss
2017,4,Best app for cheap flights booking.
2017,4,"A good application, with lots of options available"
2017,5,Probably / Always gives me the best flight prices
2017,5,Best app for finding best flights deals
2017,4,One area of improvement: let us select more from/to airports.
2017,5,User friendly and easy to get around the site.
2017,5,It shows completely which agent has the cheapest price.
2017,5,This app takes the difficulty out of finding the best flights.
2017,5,Clean and simple. Very easy to use
2017,1,I try to search flights for me but it gives no any flights found
2017,4,"Easy to use, clear presentation"
2017,5,"Brilliant, saves me a lot of money"
2017,5,Best app for flights and so easy to use
2017,5,Awesome App. Helped me in Urgency
2017,5,Its very good with complete information.
2017,4,Easy to use and lots of filter options
2017,5,So much better than the website!
2017,5,This app is very useful..Thanks for the developers
2017,4,good app for searching price
2017,4,Easier to use than website
2017,4,Good application with multiple options
2017,4,Accurate updates everytime!!!
2017,4,Love the rates!
2017,4,Not always upload correctly
2017,1,Helping for info but not real
2017,5,Recommend for all. Easy as well
2017,5,Simply great!
2017,5,Great site!
2017,4,It's good app
2017,5,Easy to use!
2017,5,Great app for frequent travellers..
2017,4,Easy to search the flights
2017,4,I like it  Good app
2017,4,Easy platform to navigate
2017,4,One of best app
2017,4,The best travel app
2017,4,Very helpful app...
2017,4,Sometimes the desktop website shows more combos
2017,5,Really very good App.
2017,5,Great app!
2017,5,Very helpful app.
2017,5,"Great app, very useful"
2017,5,"Easy, informative, reliable"
2017,5,Easy travel planning!
2017,4,My 'go-to' app for booking flights!
2017,5,"Very useful, very helpful"
2017,5,always accurate...love this app
2017,5,Fantastic for hotel reviews!
2017,5,Great aap easy to use
2017,5,Good to use for searching flight
2017,5,Best way to find deals
2017,5,Best app for air fare
2017,5,Very simple app to use
2017,5,best app for flights by far
2017,5,easy to use and very helpful
2017,5,Good for seeing flight options
2017,5,So simple and easy to use.
2017,5,Easy to use and save time.
2017,5,Extremely helpful and easy to use.
2017,5,Great app for flights search.
2017,5,Very simple and easy to use 😉
2017,5,"great app, does what it says"
2017,5,It is very useful.
2017,5,Great app for searching flight tickets
2017,5,Great app easy to use and reliable
2017,5,Clear concise  details easy to follow
2017,5,Find all of the less expensive flight
2017,5,Good app!
2017,5,Lowest prices easy to use and to monitor prices
2017,5,Easy to use.
2017,5,Awesome app.
2017,5,Always useful 😎
2017,5,Very easy to use
2017,5,Fast and best prices
2017,5,Very easy to use
2017,5,A quick and trust service
2017,5,Always the best price
2017,5,Perfect for flight search
2017,5,Good competitive Prices
2017,5,Great search engine
2017,5,So easy to use
2017,5,This is the best app ever
2017,5,Too easy and fast
2017,5,Great and easy to use
2017,5,Feel like 2017
2017,5,Love the destination every where
2017,5,Just booked a holiday on it
2017,5,Great and multiple options
2017,4,Nice app
2017,4,Good apps
2017,4,Its good
2017,4,Nice app
2017,4,nice and easy
2017,4,Good app
2017,4,Great app
2017,4,good app
2017,4,good app
2017,4,Very good
2017,5,Exactly what I need Thank you
2017,5,Nic app what u want all r here gud
2017,5,Ist ein gutes Hilfsmittel wenn man regulär fliegt
2017,5,Amazing as usual..
2017,5,Love the app...
2017,5,Like use it since long time
2017,5,Loved it !
2017,5,Easy-to-use
2017,5,Best price 😘😘
2017,4,Nice
2017,4,Nice
2017,4,Easy
2017,4,Good
2017,4,Good
2017,4,Speed
2017,4,amazing
2017,5,Fantastic!
2017,5,It's wonderful
2017,5,The best!
2017,5,Very Very Useful
2017,5,I love you
2017,5,Lovely deals
2017,5,Awesome app
2017,5,Good app
2017,5,Cool to use
2017,5,Good app
2017,5,Best app
2017,5,Great app
2017,5,Good aap
2017,5,Excellent App
2017,5,Good app
2017,5,Great app
2017,5,Nice app
2017,5,Very helpful
2017,5,Best to the rest
2017,5,All good
2017,5,Excellent app
2017,5,Great for flights
2017,5,Love ot
2017,5,Useful information
2017,5,Amazing app
2017,5,Good UX
2017,5,Easy to use
2017,5,Awesome aap
2017,5,Excellent service
2017,5,Very handy
2017,5,Nice app
2017,5,Good and practical
2017,5,Very informative
2017,5,Superb app
2017,5,Coooool App
2017,5,Good App
2017,5,Good site
2017,5,Best app
2017,5,Good to use
2017,5,Easy to use
2017,5,Great App
2017,5,Gr8 app
2017,5,Good app
2017,5,Nice and functional
2017,5,Most usefull
2017,5,Very useful
2019,5,wery good
2017,5,Excellent application
2017,5,Good app
2017,5,this is a good app
2017,5,well done
2017,5,Soo nice
2017,5,Very informative
2017,5,Great app
2017,5,Good application
2017,5,The best app
2017,5,I did find the deal I wanted
2017,5,👌  Awesome
2017,5,Good
2017,5,Great
2017,5,Perfect
2017,5,Love it
2017,5,Great
2017,5,Good
2017,5,Superb
2017,5,Good
2017,5,Great
2017,5,Nice
2017,5,Amazing
2017,5,Nice
2017,5,Great
2017,5,Great
2017,5,Good
2017,5,Awesome
2017,5,Excellent
2017,5,Goooooooooooooood
2017,5,Nice
2017,5,Love it
2017,5,Goood
2017,5,Good
2017,5,good
2017,5,Great
2017,5,Love it
2017,5,Perfect
2017,5,Cool
2017,5,Helpfull
2017,5,Marvellous
2017,5,superb
2017,5,Amazing
2017,5,Love it
2017,5,Nice
2017,5,Superb
2017,5,Love it
2017,5,Good
2017,5,Love it
2017,5,Book all my travel here!
2017,1,Bad app
2017,5,Bestappsfortravelling ...Rasel TRAVELSMART LTD
2017,4,Gud!
2017,5,Very friendly web site
2017,5,Such helply app thanks
2017,4,تطبيق جيد
2017,4,It's It's It's
2017,4,झक्कास
2017,4,OK
2017,4,wow
2017,5,Just go with it.
2017,5,اكثر من رائع
2017,5,Si mple and cheap
2017,5,💖💖🌟🌟🌟🌟🌟
2017,5,Ottima
2017,5,Super
2017,5,Gg
2017,5,I lovesc it
2017,5,Thank
2017,5,Gd
2017,5,Greaat
2017,5,Dope app
2017,5,Thanks for app
2017,5,Cheap flights
2017,3,For Android OS system still needs refinement. From my own experience entering adults non-stop flights product automatically lists anywhere between 90 - 121 flights. Squeezed in between all those listings you have to search them out yourself while scanning through all the ads. I'm going to try another application / product on Google playstore.
2017,3,"Love this app with the exception of it needs to have more filters when searching for flights. Ex. I am searching for a flights to go to nyc and do not want to travel Spirit Airlines but each time I put a date I have to go back in to remove Spirit and it gets a bit tedious. Also I would rather the flight alerts only alert me when the price goes down, why do I need to know that the price went up when that is usually expected?"
2017,4,"I must admit, I don't use this app for booking, I once used an agent through the site I had never heard of before, no ticket was issued(no money was taken) but my card number was used a couple of days later for a purchase on the other side of the world. However, this site is excellent at finding airlines and connections that wouldn't  have otherwise occured to me. I use it most times before I make a flight booking to scan the market."
2017,2,"No facility to book multi-city flights on the app. Kayak offers multi-city booking facility. Unless out is included on this app, I will be forced to use the Kayak app.  Please let us know if you plan to have the multi-city booking facility on this app.  Thanks"
2017,5,I'm 100% loving this app. Best flight booking ever. I been traveling for 10 years and believe me this si the cheapest most outstanding site ever. Take my words for it
2017,4,This apps is so helpful. I don't have to check all the web to compare the price. Comparing price and time is now super easy. I love it so much
2017,4,Skyscanner is the best flight search app... Sometimes it shows flights which are no longer available... But I suppose that is not the worst thing in the world
2017,4,"Close to giving this 5 stars, just waiting to use more of the features. So far I love using it to find cheap flights and the app is easier than the website which is also great."
2017,4,The alerts were only on email however it will be great to have a sms alert everything price falls. Also  the alerts if it can be set on 2 to 3 specific time flights it will be just awesome.
2017,5,Simply what I need. Searching for the best suitable flight. Easy arrangements. Something to work on is to be able just to delete some of the historie instead of the whole history at once.
2017,2,"Decent app, good service and easy to use. But can't turn off unwanted notifications from within the app and that's unforgivable"
2017,5,"Cool app, could you please add possibly of choosing stop in certain airport, for example i want to travel from London to Phuket, and it's 1-2 stop trip, and I want to find one with stop in Moscow for example, would be much appreciated"
2017,5,A fabulous platform to see n book flight prices at a very very competitive price. At times few websites showing lesser prices either don't open or gets sold out.
2017,5,"The app was very useful, as it was simple to book, and compare through diferrent websites. It gave a lot of info about the flight, seat, meals, airline, duration and aircraft type."
2017,5,I've always found the lowest priced flights on this app comparing it to a few others I use along with it. So I stick to this one it's great and easy to navigate
2017,3,"Cannot use the app to search flights for multi-cities, like the feature on the website. Hope it gets upgraded"
2017,5,Great app. I have been using this app for booking flights every time. Very helpful and provides detailed information.
2017,3,In Android phone application.. Ther no multiple city option... Datz make dis a bit low on rating
2017,4,"So far its the best of its kind and needs more airlines. I did like the transparency verses apps that leave you no way to easily compare so I end up going direct to the airline to see the savings, if any, before I buy."
2017,5,Found the prices to be the lowest I've seen anywhere .  Haven't tried to book a flight through this app so can't say about the follow through use of  I hope it is true to the prices shown a good thumbs up
2017,2,Needs multi-city airfare tracker. Without this feature it's no better than other apps.
2017,5,"I love this app. It's quick, easy to use and clear. I only use this app to look for flights"
2017,5,Very Great 'n' it gives so many options for good trip deals...❤❤🤙💪🇺🇸🇱🇷.. Love it...
2017,1,"does not find cheapest flights that actually do exist. E.g Eindhoven-Kaunas, 17 of August with Wizzair."
2017,5,Pretty effective and it has the option to get notifications if prices drop. (No Emails)
2017,5,Right to the point. Needed to see where to get cheap tickets and found them here. Great job with the app. Will use it exclusively from now in.
2017,4,"Easy to use. Very good comparisons. Filters helpful, but could be more robust."
2017,5,I ALWAYS search my flights from there and I travel quiet a lot. No hidden costs
2018,4,"Simple but effective. Liked how it accurately described the pros and cons 
of flights I was considering."
2017,5,It sums up anything you need for a travel in just an app. It's awesome!
2017,5,Its easy to navigate. It is very easy to compare prices. Great app.
2017,5,Easy to compare prices for flight and hotel. Still exploring the other features
2017,5,Cool but... Does it have in-app deals? Gotta know
2017,5,It is fast an easy to find the better deal for your flights. Love the app
2017,1,Jacked up prices? This app shows twice as much than the actual fares.
2017,1,craps. the payment shown in USD instead of local currency which is much more expensive than buy ticket directly from airlines. never buy ticket here.
2017,5,Useful app. Request that direct flight option is available when making request in home page only
2017,5,"Very good, hope can promote more resort and recommend trip or resort, thank you"
2017,5,Perfect app! It helps you find the best prices in the market!
2017,2,Charged me more than the amount showed in the app and didn't get my e-ticket for long time...
2017,5,This app allows the user to easily search flights around the world.
2017,1,After one hour making a decision the stupid app tells you that the price MAYBE is not so correct
2017,3,Great interface but It would be much better if multi-city search was available.
2017,5,It makes looking at flights much easier especially with prices
2017,5,Love this app so much its so quick and easy to use I have had no problems whatsoever and I find lots of bargains WIN
2017,4,At times shown fare not available but still the best fare finder...
2017,5,"It is,easy give u different prices and the dates,from high season to low."
2017,4,Gives a range of different flight choices with the option to filter.
2017,5,Best app I've come across. Love it!
2017,5,"Great app, so helpful and saves money."
2017,5,Good job! Thank you!
2017,4,This is Best app to search flights across the world
2017,5,"Amazing interface, and it works !!!"
2017,5,"Easy to use, and it gives you tons of options."
2017,5,"I like this app, it helps me to compare flight rate from different sources."
2017,5,I have tried many apps but skyscanner is the best..
2017,4,It a good app. Very useful for comparison
2017,5,"It's grate ,I liked it lets see 👍"
2017,5,Always had no problems using this app I recommend trying it
2017,5,"I always liked this app, I booked hundreds trips with it!"
2017,5,It's very useful...and it works without waiting...;)
2017,5,Seems to be the best app so far that I have used
2017,5,First time using this app seems pretty easy
2017,5,Excellent designed app for aggregated flights search!
2017,5,Awesome app. Shows cheapest unbelievable fares
2017,1,Cant see cheap months and random cheap dates
2017,5,The comparing prices make it easier for me to make a choice.
2017,5,Perfect app to use. Easy!
2017,5,Easy to use. Hope no advertisement
2017,4,"It's OK to booking ,I love it"
2017,5,Great app for planning a holiday and looking for flights
2017,5,"Easy, good prices and nice system"
2017,5,I think it's great for booking flight tickets
2017,4,i like this app it show best rate
2017,5,Awesome app!! Very convenient to use!
2017,5,Nice easy app . Going to use it
2017,4,Easy to use good prices
2017,4,Very good!
2017,2,Don't like having to sign in just to browse dates
2017,4,Should support with multi destination search engine
2017,5,very simple and friendly user ;)
2017,4,Nice n useful...
2017,4,Very useful app
2017,4,Great comparison website
2017,4,I think the app is good
2017,4,Good to manage trips
2017,1,New updated is terrible!
2017,5,Great app. !
2017,5,Very useful and easy to use..
2017,5,I love this app.... awesome
2017,5,Good app great!!
2017,5,Best prices online!
2017,5,Fast and easy to use.
2017,5,Very useful app.
2017,5,Great app 5/5
2017,3,"Gostei, vale a pena usar"
2017,5,"Quick, easy, convenient"
2017,5,Thank you very much
2017,5,Great for locating best fares
2017,5,easy to find great deals
2017,5,The cool app for Fly Worldwide
2017,5,Easy to search   Clear details
2017,5,Great options and search available
2017,5,You are the best and helpful people
2017,5,Very easy and with trust paying
2017,5,Excellent for finding the best options
2017,5,very helpful and cheapest flights
2017,5,Great for finding flight deals
2017,5,I love this app  It is good to use.
2017,5,So far so good !
2017,5,Awesome and incredibly useful ☺️
2017,5,"Simple, elegant and easy to use"
2017,4,It's good.
2017,5,One stop shop with best deals
2017,5,Brilliant app cannot fault it
2017,5,great app and very user friendly
2017,5,Great app i look to use it regularly
2017,4,easy and good
2017,4,Super overview of prices and availability..
2017,5,Very good apps😚😚😚
2017,3,NEEDS MULTI-CITY SEARCH FUNCTION!!!!!
2017,5,Useful travel tools
2017,5,Very easy to use
2017,5,Good rates mostly
2017,5,Great website and helpful
2017,5,very useful app
2017,5,Very nice i like
2017,5,Good so far
2017,5,Fast and easy to use
2017,5,Good for cheap flights
2017,5,Very good app
2017,5,Best app ever
2017,5,very useful app
2017,5,ots great app
2017,4,Liked the app
2017,4,Perfect program
2017,4,Nice app
2017,4,Nice app
2017,4,Good job
2017,4,Vero good
2017,4,Good app!!!!
2017,5,Can get best prices
2017,5,My goto app when searching for flights about 4 times a month
2017,4,It is great
2017,4,Good
2017,4,Good
2017,4,Is good
2017,4,Amazing
2017,4,Good
2017,4,Good
2017,4,Good
2017,4,good 👍
2017,1,Price wrong...
2017,5,Great app
2017,5,Best price
2017,5,Easy to organize
2017,5,Works great
2017,5,Just Awesome
2017,5,good one
2017,5,Great app
2017,5,Good app
2017,5,Very useful
2017,5,Nice app
2017,5,Easy to use
2017,5,Nice app
2017,5,Good app
2017,5,Great application
2017,5,Very intuitive
2017,5,Best ever
2017,5,Very good
2017,5,Very useful
2017,5,Just superb
2017,5,Excellent app
2017,5,Very good
2017,5,Best app
2017,5,Nice app
2017,5,It is easy and fantastic
2017,5,Great app
2017,5,Overall is awesome
2017,5,Quick easy
2017,5,Very convenient
2017,5,Beautiful and useful
2017,5,It is very good
2017,5,Great app
2017,5,It's good
2017,5,Nice
2017,5,Love it
2017,5,Good
2017,5,good
2017,5,Awesome
2017,5,Great
2017,5,Excellent
2017,5,Awesome
2017,5,Good
2017,5,Great
2017,5,Great
2017,5,Excellent
2017,5,v.v.nice
2017,5,Nice
2017,5,Useful
2017,5,Best
2017,5,I love it
2017,5,Good
2017,5,Great
2017,5,Excellent
2017,5,Superb
2017,5,Excellent
2017,5,Superb
2017,5,Cool
2017,5,Love it
2017,5,Good
2017,5,Good
2017,5,Good
2017,5,Excellent
2017,5,Love it
2017,5,الأفضل و الأسهل بين تطبيقات الحجوزات الذكية
2017,5,Convience
2017,5,باسم خراب نيه...
2017,5,My go to app for flights
2017,5,This app is my go to for all my travels
2017,5,Does what I want.
2017,5,It's worth
2017,5,Perfekt
2017,5,Like it
2017,5,Epic app
2017,5,It helps much
2017,5,Works for me
2017,5,Super  app
2017,5,Hop dop
2017,1,"You've dropped the ball. Your previous app allowed you to easily search for flights to ""anywhere"" from a chosen airport. I can't find hire to do this. This was your USP for me. Another feature of slowing me to be flexible with dates was equally important. All the searches I did said ""no flights available"" (or something similar) with no option to be flexible with dates. Where once you were my only flights search engine, now you are just one of many below-average apps."
2017,1,"I don't usually write reviews but did this just to protect other people. The app gives stunning rates for your tickets. When you try to book it takes you to other booking sites which are dodgy as hell. Three examples: mytrip, globehunters, airtickets. Do some research on Google. These companies are dodgy as hell. Duped many customers. Uninstalling with a one star review. Total scam."
2017,4,"A very good app. I like the green dots on dates where prices are cheap as it helps to avoid selecting dates in which travel is expensive. Search results are displayed in seconds. It also contains information about the flight like aircraft type, seating position, leg space, type of meal (free or paid), etc."
2017,3,Continuous problems when redirected to booking site.  The price/calendar function would be good if it made s nse.  Often 5he yellow dots indicate 0$ to 0$ and the green pretty much anything else.  Ho useful is that?  Not very!  Smarten up and stop trying to hide the better priced fares!
2017,3,"The app works fine. I faced one small issue. I am in India and since the app had my location information,  I was expecting to see prices in our currency I. E. Indian Rupee, but everything is in euros. Hope to have that fix. Thanks."
2017,4,"Hi, so far I am enjoying your app but please could you help me with one thing; how can I add more airline options? I can only see two on my tab. Please send here the details. Thank you."
2017,4,I only used it one time but there is a great filter feature that shows in a bar graph what times are the most expensive. It really helps make the decision to pay a $30 difference vs. A $300 difference by a few hours.
2017,4,"Very helpful app, missing some of the functionality of the web page though. Advanced filtering generally missing. Multicity flights give weird/illogical options."
2017,4,"This is my first time to use this app. I have yet to discover its perks but so far, I'm enjoying this app. I hope this helps me in my future travels."
2017,5,"This is one of my go to app to check for flights.. Been using it for over a year now and love it! Even if the prices changes by a dollar, I'll get a notification.... I'm addicted to it..."
2017,4,Havent found a website that has the same rate as Skyscanner shows. Will keepp trying. It is still very good to get all the info on my potential destinations.
2017,3,"Prima era da 5 stelle, ridateci la versione 2013 !! Questa è meno pratica ed immediata anche se poi a, volerci perdere del tempo, si riescono a ritrovare (dove hanno spostato) le funzioni piu utili.  Before it was 5 stars, give back the 2013 release !!"
2017,5,"This is probably one of the best travel app out there, i love when you can search a flight, book a room, and rent a car in the same app ! Bravo skyscanner ! Still waiting for your next cool updates !"
2017,5,"I always find the best deals on this app, it's perfect for booking last minute flights amd even when planning ahead, would highly recommend!"
2017,5,Very good and easy app. But still need a little imrpovement. To search flight not for a specific date only
2017,4,This app is very helpful and cost of flights are up to date. Easy to use when I'm looking to compare air fares.
2017,5,It's the only app I use when I need to book a flight. Saves money and doesn't have ads or annoying notifications.
2017,5,"Great app, very useful. Can easily compare price and itinerary with multiple airlines in one go."
2017,4,Trusted site and app for several years but the main problem with the app is that you can't use the multi destination function which is a pain. Come on Skyscanner get your act together !
2017,5,Great way to find awesome deals and discover new places if you are open to it. That travel everywhere option is the key to discovery.
2017,5,It is very helpful for the Travellers that dont have time to so search for cheap flights... I love it 💗
2017,5,Always start all my flying travel plans with this app. Compare prices throughout the weeks and months to see when is the cheapest time to fly is.
2017,5,Useful app. Give me a lot of information about good price of ticket
2017,5,My go to place when I need a flight. I've been using it for awhile and I love it!
2017,5,Saved $1000 on a last minute emergency trip... Great app!
2017,5,"Excellent app for checking fares across wide range, of flight or hotel.."
2017,5,Excellent app for comparing flights and prices and choosing the cheepest and best routes
2017,5,I loved this webside. Good job. I have one question. It is possible to pay by cash?
2017,5,Great comparison site for travel planning. My first stop!
2017,4,Good for getting flights and comparing prices from different providers
2017,5,"I generally like this app... very helpful, easy to book. 🖒"
2017,4,Very nice and easy to use app. It's great and unbeatable...... I always recommend it.....
2017,5,Always up to date and reliable. Thanks!
2017,5,You can get the best price. Trust me
2017,3,"Good for checking flight prices, but send you notification just to ask you to check their app"
2017,4,I like the way it works and the accuracy of the information it provides
2017,4,Very handy to have both flights and hotels
2017,1,Only finds expensive flights... Useless app
2017,5,"Great for finding cheap flights, but you have to be flexible on the day you fly out and back. Mostly red-eye flights."
2017,5,I use it for the flights only and it really has the cheapest flights. I really recommend it
2017,2,Quando filtra por gráfico apresenta um valor ao filtrar é mostrado outro.
2017,1,If you send me one more unsolicited notification I swear to god......
2017,5,Super useful for finding the best prices and routes!
2017,5,I like this app but I am confused ..... I check one day great value .... so I have a chat with my wife .... decide to book ... prices gone up .... now I know the airlines are a little like that but I just feel ......
2017,4,"Great app, I use it all the time to book my flights to the States."
2017,3,"The price should be in accordance with the offer, vendor/partner must be trusted"
2017,4,Put on Multi-City like on your website otherwise a great app
2017,5,Great to deal with..offers competative prices
2017,4,Great for tracking prices of flights!
2017,4,"I use the app really often, is really quick and useful!"
2017,4,Good to book flights.thanks!😉
2017,5,"Awesome easy to work with.  One request, please include multi city option on the app"
2017,5,"If you learn to use this app in conjunction with their website, you will be able to get great deals on airfare."
2017,4,Good app for me to search for cheapest price around
2017,5,"So far so good. Easy to use, and not buggy."
2017,1,The prices showing are changing when we try to issue the ticket.
2017,5,Really good app.save me a lot of time searching for flights and give me so many options..love it !!!
2017,5,"This app is great, I found great deals every time I  needed to purchase tickets!"
2017,5,"Very fast, easy to use and good alternative to low price and promotion."
2017,5,"Layover info good, maybe highlight overall time between off boarding and on boarding"
2017,5,This is pretty amazing app to check the lowest airline fares and also gives you the estimate for upcoming months.
2017,5,Been using Skyscanner on the web for more than 10 years and the app just got even more features
2017,5,User friendly and it saves me a lot of time going to any other airline websites
2017,5,Its just amazing to get your air support just a far from few touch on mobile screen*
2017,5,"Easy to use, it helps all the time to get everything that I need in every Trip"
2017,4,It is very helpful in booking cheap flights.
2017,5,Seems to get good deals on travel
2017,5,This app is U-S-E-F-U-L! Loving it so much &lt;3
2017,5,"Great app, getting the cheapest prices."
2017,5,It's a very good app ... recommend it to everyone
2017,3,I think you can't go back to your bookings 😉
2017,1,I lost my 16000 indian rupees in this site when i was booking flight..
2017,5,Very useful app. You should install this app
2017,5,It's great when you plan a holiday and great relaxation.
2017,5,This is a very helpful app!!! Highly recommended😉
2017,1,No multi-trip search option as on website.
2017,5,Does exactly what I need. Great app
2017,5,Great app. Happy so far.
2017,5,Realy helpful for travel planning and ticked booking
2017,5,Good app. Useful and easy to use it
2017,5,Good. thank you so muck
2017,5,Easy to navigate and narrow your search.
2017,5,Good app to do bookings. Love it
2017,5,Skyscanner has always cheapest flight offers. Therefore this app is a must for everyone who wants to save money on flights.
2017,4,Good site to use 😁
2017,5,Love it. Saves searching all airlines
2017,5,I love this app best travel buddy.
2017,5,Great app to seach and find cheapest aitlines
2017,5,Great app saves you lots of time
2017,5,You would find good deals on this app
